Tanggal,Unit Layanan Medis,Diagnosis Primer,Code,Kecamatan,total_pasien,block_code,cluster,jumlah_pasien_wilayah_scaled_scaled,Lat,Long,Bulan,Nama_Bulan,Tahun
2024-01-01,Mata,Amblyopia ex anopsia,H53.0,Sidamulih,556,Visual disturbances and blindness,0,-0.458286993,-7.642151948,108.6062757,1,Januari,2024
2024-01-01,Mata,Other disorders of cornea,H18,Sidamulih,556,"sclera, cornea, iris and ciliary body",0,-0.458286993,-7.642151948,108.6062757,1,Januari,2024
2024-01-01,Mata,Myopia,H52.1,Sidamulih,556,"ocular muscles, binocular movement, accommodation and refraction",0,-0.458286993,-7.642151948,108.6062757,1,Januari,2024
2024-01-01,Mata,Presence of intraocular lens,Z96.1,Sidamulih,556,Presence of other functional implants,0,-0.458286993,-7.642151948,108.6062757,1,Januari,2024
2024-01-01,Mata,Pterygium,H11.0,Pangandaran,1105,conjunctiva,1,1.506160443,-7.683333,108.7526647,1,Januari,2024
2024-01-01,Mata,Optic atrophy,H47.2,Kalipucang,733,optic nerve and visual pathways,3,0.175059448,-7.646028349,108.6953381,1,Januari,2024
2024-01-01,Mata,Retinal detachments and breaks,H33,Parigi,862,choroid and retina,3,0.636650922,-7.641850648,108.5109654,1,Januari,2024
2024-01-01,Mata,Corneal ulcer,H16.0,Pangandaran,1105,"sclera, cornea, iris and ciliary body",1,1.506160443,-7.683333,108.7526647,1,Januari,2024
2024-01-01,Mata,Chalazion,H00.1,Cijulang,343,"eyelid, lacrimal system and orbit",2,-1.22044966,-7.727417462,108.4725217,1,Januari,2024
2024-01-01,Mata,Senile cataract,H25,Kalipucang,733,lens,3,0.175059448,-7.646028349,108.6953381,1,Januari,2024
2024-01-01,Mata,Senile cataract,H25,Pangandaran,1105,lens,1,1.506160443,-7.683333,108.7526647,1,Januari,2024
2024-01-01,Mata,Pterygium,H11.0,Parigi,862,conjunctiva,3,0.636650922,-7.641850648,108.5109654,1,Januari,2024
2024-01-01,Mata,"Disorder of refraction, unspecified",H52.7,Sidamulih,556,"ocular muscles, binocular movement, accommodation and refraction",0,-0.458286993,-7.642151948,108.6062757,1,Januari,2024
2024-01-01,Mata,Keratitis,H16,Parigi,862,"sclera, cornea, iris and ciliary body",3,0.636650922,-7.641850648,108.5109654,1,Januari,2024
2024-01-01,Mata,Other visual disturbances,H53.8,Kalipucang,733,Visual disturbances and blindness,3,0.175059448,-7.646028349,108.6953381,1,Januari,2024
2024-01-01,Mata,Conjunctivitis,H10,Parigi,862,conjunctiva,3,0.636650922,-7.641850648,108.5109654,1,Januari,2024
2024-01-01,Mata,Hordeolum and other deep inflammation of eyelid,H00.0,Pangandaran,1105,"eyelid, lacrimal system and orbit",1,1.506160443,-7.683333,108.7526647,1,Januari,2024
2024-01-01,Mata,"Keratitis, unspecified",H16.9,Mangunjaya,230,"sclera, cornea, iris and ciliary body",2,-1.624789478,-7.486361775,108.694796,1,Januari,2024
2024-01-01,Mata,Other specified disorders of cornea,H18.8,Kalipucang,733,"sclera, cornea, iris and ciliary body",3,0.175059448,-7.646028349,108.6953381,1,Januari,2024
2024-01-01,Mata,Presence of intraocular lens,Z96.1,Parigi,862,Presence of other functional implants,3,0.636650922,-7.641850648,108.5109654,1,Januari,2024
2024-01-01,Mata,Other glaucoma,H40.8,Mangunjaya,230,Glaucoma,2,-1.624789478,-7.486361775,108.694796,1,Januari,2024
2024-01-01,Mata,Other vitreous opacities,H43.3,Pangandaran,1105,vitreous body and globe,1,1.506160443,-7.683333,108.7526647,1,Januari,2024
2024-01-01,Mata,Presbyopia,H52.4,Kalipucang,733,"ocular muscles, binocular movement, accommodation and refraction",3,0.175059448,-7.646028349,108.6953381,1,Januari,2024
2024-01-01,Mata,Senile cataract,H25,Cijulang,343,lens,2,-1.22044966,-7.727417462,108.4725217,1,Januari,2024
2024-01-01,Mata,Presence of intraocular lens,Z96.1,Parigi,862,Presence of other functional implants,3,0.636650922,-7.641850648,108.5109654,1,Januari,2024
2024-01-01,Mata,Astigmatism,H52.2,Parigi,862,"ocular muscles, binocular movement, accommodation and refraction",3,0.636650922,-7.641850648,108.5109654,1,Januari,2024
2024-01-01,Mata,Myopia,H52.1,Cimerak,544,"ocular muscles, binocular movement, accommodation and refraction",0,-0.501225735,-7.75108096,108.4391362,1,Januari,2024
2024-01-01,Mata,Subjective visual disturbances,H53.1,Parigi,862,Visual disturbances and blindness,3,0.636650922,-7.641850648,108.5109654,1,Januari,2024
2024-01-01,Mata,Presence of intraocular lens,Z96.1,Pangandaran,1105,Presence of other functional implants,1,1.506160443,-7.683333,108.7526647,1,Januari,2024
2024-01-01,Mata,Presence of intraocular lens,Z96.1,Parigi,862,Presence of other functional implants,3,0.636650922,-7.641850648,108.5109654,1,Januari,2024
2024-01-01,Mata,Presence of intraocular lens,Z96.1,Mangunjaya,230,Presence of other functional implants,2,-1.624789478,-7.486361775,108.694796,1,Januari,2024
2024-01-01,Mata,Presence of intraocular lens,Z96.1,Pangandaran,1105,Presence of other functional implants,1,1.506160443,-7.683333,108.7526647,1,Januari,2024
2024-01-01,Mata,Type 2 diabetes mellitus,E11,Cigugur,253,Other,2,-1.542490223,-7.683333,108.65,1,Januari,2024
2024-01-01,Mata,Presence of intraocular lens,Z96.1,Parigi,862,Presence of other functional implants,3,0.636650922,-7.641850648,108.5109654,1,Januari,2024
2024-01-01,Mata,Senile cataract,H25,Sidamulih,556,lens,0,-0.458286993,-7.642151948,108.6062757,1,Januari,2024
2024-01-01,Mata,"Disorder of refraction, unspecified",H52.7,Cigugur,253,"ocular muscles, binocular movement, accommodation and refraction",2,-1.542490223,-7.683333,108.65,1,Januari,2024
2024-01-01,Mata,Senile cataract,H25,Padaherang,578,lens,0,-0.379565967,-7.549917432,108.4216188,1,Januari,2024
2024-01-01,Mata,Presbyopia,H52.4,Padaherang,578,"ocular muscles, binocular movement, accommodation and refraction",0,-0.379565967,-7.549917432,108.4216188,1,Januari,2024
2024-01-01,Mata,Senile cataract,H25,Parigi,862,lens,3,0.636650922,-7.641850648,108.5109654,1,Januari,2024
2024-01-01,Mata,Senile cataract,H25,Parigi,862,lens,3,0.636650922,-7.641850648,108.5109654,1,Januari,2024
2024-01-01,Mata,Senile cataract,H25,Parigi,862,lens,3,0.636650922,-7.641850648,108.5109654,1,Januari,2024
2024-01-01,Mata,Presence of intraocular lens,Z96.1,Pangandaran,1105,Presence of other functional implants,1,1.506160443,-7.683333,108.7526647,1,Januari,2024
2024-01-01,Mata,Retinal detachment with retinal break,H33.0,Kalipucang,733,choroid and retina,3,0.175059448,-7.646028349,108.6953381,1,Januari,2024
2024-01-01,Mata,Keratoconjunctivitis,H16.2,Cigugur,253,"sclera, cornea, iris and ciliary body",2,-1.542490223,-7.683333,108.65,1,Januari,2024
2024-01-01,Mata,Other visual disturbances,H53.8,Mangunjaya,230,Visual disturbances and blindness,2,-1.624789478,-7.486361775,108.694796,1,Januari,2024
2024-01-01,Mata,Senile cataract,H25,Mangunjaya,230,lens,2,-1.624789478,-7.486361775,108.694796,1,Januari,2024
2024-01-01,Mata,Presence of intraocular lens,Z96.1,Pangandaran,1105,Presence of other functional implants,1,1.506160443,-7.683333,108.7526647,1,Januari,2024
2024-01-01,Mata,Presence of intraocular lens,Z96.1,Langkaplancar,299,Presence of other functional implants,2,-1.377891713,-7.486361775,108.694796,1,Januari,2024
2024-01-01,Mata,Presence of intraocular lens,Z96.1,Kalipucang,733,Presence of other functional implants,3,0.175059448,-7.646028349,108.6953381,1,Januari,2024
2024-01-01,Mata,Presence of intraocular lens,Z96.1,Cimerak,544,Presence of other functional implants,0,-0.501225735,-7.75108096,108.4391362,1,Januari,2024
2024-01-01,Mata,Presbyopia,H52.4,Sidamulih,556,"ocular muscles, binocular movement, accommodation and refraction",0,-0.458286993,-7.642151948,108.6062757,1,Januari,2024
2024-01-01,Mata,Presence of intraocular lens,Z96.1,Cijulang,343,Presence of other functional implants,2,-1.22044966,-7.727417462,108.4725217,1,Januari,2024
2024-01-01,Mata,Senile cataract,H25,Cijulang,343,lens,2,-1.22044966,-7.727417462,108.4725217,1,Januari,2024
2024-01-01,Mata,Optic atrophy,H47.2,Pangandaran,1105,optic nerve and visual pathways,1,1.506160443,-7.683333,108.7526647,1,Januari,2024
2024-01-01,Mata,Pterygium,H11.0,Padaherang,578,conjunctiva,0,-0.379565967,-7.549917432,108.4216188,1,Januari,2024
2024-01-01,Mata,Presence of intraocular lens,Z96.1,Parigi,862,Presence of other functional implants,3,0.636650922,-7.641850648,108.5109654,1,Januari,2024
2024-01-01,Mata,Senile cataract,H25,Cigugur,253,lens,2,-1.542490223,-7.683333,108.65,1,Januari,2024
2024-01-01,Mata,Presence of intraocular lens,Z96.1,Kalipucang,733,Presence of other functional implants,3,0.175059448,-7.646028349,108.6953381,1,Januari,2024
2024-01-01,Mata,Senile cataract,H25,Kalipucang,733,lens,3,0.175059448,-7.646028349,108.6953381,1,Januari,2024
2024-01-01,Mata,Serous retinal detachment,H33.2,Cijulang,343,choroid and retina,2,-1.22044966,-7.727417462,108.4725217,1,Januari,2024
2024-01-01,Mata,Presence of intraocular lens,Z96.1,Cijulang,343,Presence of other functional implants,2,-1.22044966,-7.727417462,108.4725217,1,Januari,2024
2024-01-01,Mata,"Disorder of refraction, unspecified",H52.7,Parigi,862,"ocular muscles, binocular movement, accommodation and refraction",3,0.636650922,-7.641850648,108.5109654,1,Januari,2024
2024-01-01,Mata,Primary open-angle glaucoma,H40.1,Mangunjaya,230,Glaucoma,2,-1.624789478,-7.486361775,108.694796,1,Januari,2024
2024-01-01,Mata,Chalazion,H00.1,Langkaplancar,299,"eyelid, lacrimal system and orbit",2,-1.377891713,-7.486361775,108.694796,1,Januari,2024
2024-01-01,Mata,"Disorder of refraction, unspecified",H52.7,Parigi,862,"ocular muscles, binocular movement, accommodation and refraction",3,0.636650922,-7.641850648,108.5109654,1,Januari,2024
2024-01-01,Mata,Other specified disorders of iris and ciliary body,H21.8,Parigi,862,"sclera, cornea, iris and ciliary body",3,0.636650922,-7.641850648,108.5109654,1,Januari,2024
2024-01-01,Mata,Other disorders of cornea,H18,Langkaplancar,299,"sclera, cornea, iris and ciliary body",2,-1.377891713,-7.486361775,108.694796,1,Januari,2024
2024-01-01,Mata,Pterygium,H11.0,Pangandaran,1105,conjunctiva,1,1.506160443,-7.683333,108.7526647,1,Januari,2024
2024-01-01,Mata,Senile cataract,H25,Parigi,862,lens,3,0.636650922,-7.641850648,108.5109654,1,Januari,2024
2024-01-01,Mata,Presence of intraocular lens,Z96.1,Sidamulih,556,Presence of other functional implants,0,-0.458286993,-7.642151948,108.6062757,1,Januari,2024
2024-01-01,Mata,Presence of intraocular lens,Z96.1,Cijulang,343,Presence of other functional implants,2,-1.22044966,-7.727417462,108.4725217,1,Januari,2024
2024-01-01,Mata,Other disorders of cornea,H18,Parigi,862,"sclera, cornea, iris and ciliary body",3,0.636650922,-7.641850648,108.5109654,1,Januari,2024
2024-01-01,Mata,Enophthalmos,H05.4,Sidamulih,556,"eyelid, lacrimal system and orbit",0,-0.458286993,-7.642151948,108.6062757,1,Januari,2024
2024-01-01,Mata,Presence of intraocular lens,Z96.1,Cimerak,544,Presence of other functional implants,0,-0.501225735,-7.75108096,108.4391362,1,Januari,2024
2024-01-01,Mata,Other retinal detachments,H33.5,Cimerak,544,choroid and retina,0,-0.501225735,-7.75108096,108.4391362,1,Januari,2024
2024-01-01,Mata,Presence of intraocular lens,Z96.1,Pangandaran,1105,Presence of other functional implants,1,1.506160443,-7.683333,108.7526647,1,Januari,2024
2024-01-01,Mata,Presence of intraocular lens,Z96.1,Sidamulih,556,Presence of other functional implants,0,-0.458286993,-7.642151948,108.6062757,1,Januari,2024
2024-01-01,Mata,Presbyopia,H52.4,Sidamulih,556,"ocular muscles, binocular movement, accommodation and refraction",0,-0.458286993,-7.642151948,108.6062757,1,Januari,2024
2024-01-01,Mata,Pterygium,H11.0,Cijulang,343,conjunctiva,2,-1.22044966,-7.727417462,108.4725217,1,Januari,2024
2024-01-01,Mata,"Iridocyclitis, unspecified",H20.9,Kalipucang,733,"sclera, cornea, iris and ciliary body",3,0.175059448,-7.646028349,108.6953381,1,Januari,2024
2024-01-01,Mata,Pterygium,H11.0,Cimerak,544,conjunctiva,0,-0.501225735,-7.75108096,108.4391362,1,Januari,2024
2024-01-01,Mata,Aphakia,H27.0,Cimerak,544,lens,0,-0.501225735,-7.75108096,108.4391362,1,Januari,2024
2024-01-01,Mata,Keratitis,H16,Cijulang,343,"sclera, cornea, iris and ciliary body",2,-1.22044966,-7.727417462,108.4725217,1,Januari,2024
2024-01-01,Mata,Presence of intraocular lens,Z96.1,Kalipucang,733,Presence of other functional implants,3,0.175059448,-7.646028349,108.6953381,1,Januari,2024
2024-01-01,Mata,"Visual disturbance, unspecified",H53.9,Pangandaran,1105,Visual disturbances and blindness,1,1.506160443,-7.683333,108.7526647,1,Januari,2024
2024-01-01,Mata,Presence of intraocular lens,Z96.1,Parigi,862,Presence of other functional implants,3,0.636650922,-7.641850648,108.5109654,1,Januari,2024
